Time (s),USB Avg Power (mW)
0.0000,551.259
0.0002,557.2168
0.0004,552.4476
0.0006,551.259
0.0008,548.8719
0.0010,551.259
0.0012,558.4103
0.0014,550.0654
0.0016,551.259
0.0018,550.0654
0.0020,551.259
0.0022,557.2168
0.0024,551.259
0.0026,551.259
0.0028,550.0654
0.0030,551.259
0.0032,559.5989
0.0034,551.259
0.0036,552.4476
0.0038,550.0654
0.0040,552.4476
0.0042,559.5989
0.0044,552.4476
0.0046,551.259
0.0048,552.4476
0.0050,552.4476
0.0052,559.5989
0.0054,552.4476
0.0056,553.6411
0.0058,551.259
0.0060,552.4476
0.0062,558.4103
0.0064,552.4476
0.0066,553.6411
0.0068,551.259
0.0070,551.259
0.0072,559.5989
0.0074,552.4476
0.0076,552.4476
0.0078,551.259
0.0080,553.6411
0.0082,558.4103
0.0084,551.259
0.0086,552.4476
0.0088,551.259
0.0090,552.4476
0.0092,569.1373
0.0094,542.9141
0.0096,553.6411
0.0098,551.259
0.0100,552.4476
0.0102,558.4103
0.0104,552.4476
0.0106,551.259
0.0108,550.0654
0.0110,551.259
0.0112,558.4103
0.0114,551.259
0.0116,551.259
0.0118,550.0654
0.0120,551.259
0.0122,558.4103
0.0124,550.0654
0.0126,551.259
0.0128,550.0654
0.0130,551.259
0.0132,558.4103
0.0134,550.0654
0.0136,551.259
0.0138,550.0654
0.0140,551.259
0.0142,558.4103
0.0144,550.0654
0.0146,550.0654
0.0148,550.0654
0.0150,550.0654
0.0152,559.5989
0.0154,550.0654
0.0156,551.259
0.0158,548.8719
0.0160,552.4476
0.0162,557.2168
0.0164,551.259
0.0166,551.259
0.0168,550.0654
0.0170,551.259
0.0172,558.4103
0.0174,551.259
0.0176,551.259
0.0178,550.0654
0.0180,551.259
0.0182,557.2168
0.0184,551.259
0.0186,550.0654
0.0188,550.0654
0.0190,551.259
0.0192,557.2168
0.0194,551.259
0.0196,551.259
0.0198,548.8719
0.0200,551.259
0.0202,557.2168
0.0204,551.259
0.0206,551.259
0.0208,550.0654
0.0210,551.259
0.0212,559.5989
0.0214,551.259
0.0216,552.4476
0.0218,550.0654
0.0220,551.259
0.0222,558.4103
0.0224,551.259
0.0226,551.259
0.0228,550.0654
0.0230,551.259
0.0232,558.4103
0.0234,551.259
0.0236,552.4476
0.0238,550.0654
0.0240,552.4476
0.0242,559.5989
0.0244,553.6411
0.0246,552.4476
0.0248,551.259
0.0250,552.4476
0.0252,560.7925
0.0254,552.4476
0.0256,553.6411
0.0258,551.259
0.0260,552.4476
0.0262,559.5989
0.0264,552.4476
0.0266,552.4476
0.0268,551.259
0.0270,552.4476
0.0272,569.1373
0.0274,542.9141
0.0276,552.4476
0.0278,552.4476
0.0280,563.1746
0.0282,560.7925
0.0284,557.2168
0.0286,552.4476
0.0288,551.259
0.0290,552.4476
0.0292,558.4103
0.0294,552.4476
0.0296,552.4476
0.0298,551.259
0.0300,552.4476
0.0302,539.3384
0.0304,552.4476
0.0306,551.259
0.0308,551.259
0.0310,552.4476
0.0312,581.053
0.0314,551.259
0.0316,551.259
0.0318,548.8719
0.0320,552.4476
0.0322,558.4103
0.0324,551.259
0.0326,551.259
0.0328,550.0654
0.0330,552.4476
0.0332,558.4103
0.0334,551.259
0.0336,552.4476
0.0338,551.259
0.0340,551.259
0.0342,558.4103
0.0344,551.259
0.0346,551.259
0.0348,548.8719
0.0350,550.0654
0.0352,557.2168
0.0354,551.259
0.0356,551.259
0.0358,548.8719
0.0360,551.259
0.0362,557.2168
0.0364,551.259
0.0366,551.259
0.0368,548.8719
0.0370,551.259
0.0372,557.2168
0.0374,551.259
0.0376,551.259
0.0378,550.0654
0.0380,551.259
0.0382,558.4103
0.0384,551.259
0.0386,551.259
