Time (s),USB Avg Power (mW)
0.0000,560.3969
0.0002,559.1995
0.0004,561.5942
0.0006,559.1995
0.0008,559.1995
0.0010,559.1995
0.0012,559.1995
0.0014,562.7915
0.0016,560.3969
0.0018,559.1995
0.0020,560.3969
0.0022,559.1995
0.0024,561.5942
0.0026,560.3969
0.0028,558.0071
0.0030,559.1995
0.0032,559.1995
0.0034,562.7915
0.0036,559.1995
0.0038,559.1995
0.0040,559.1995
0.0042,560.3969
0.0044,562.7915
0.0046,559.1995
0.0048,559.1995
0.0050,560.3969
0.0052,560.3969
0.0054,561.5942
0.0056,559.1995
0.0058,559.1995
0.0060,560.3969
0.0062,559.1995
0.0064,562.7915
0.0066,559.1995
0.0068,559.1995
0.0070,558.0071
0.0072,559.1995
0.0074,562.7915
0.0076,560.3969
0.0078,559.1995
0.0080,559.1995
0.0082,559.1995
0.0084,563.984
0.0086,559.1995
0.0088,559.1995
0.0090,559.1995
0.0092,569.9658
0.0094,552.0252
0.0096,560.3969
0.0098,559.1995
0.0100,560.3969
0.0102,559.1995
0.0104,563.984
0.0106,560.3969
0.0108,559.1995
0.0110,560.3969
0.0112,560.3969
0.0114,562.7915
0.0116,560.3969
0.0118,559.1995
0.0120,560.3969
0.0122,560.3969
0.0124,563.984
0.0126,559.1995
0.0128,559.1995
0.0130,560.3969
0.0132,559.1995
0.0134,563.984
0.0136,560.3969
0.0138,559.1995
0.0140,560.3969
0.0142,558.0071
0.0144,562.7915
0.0146,559.1995
0.0148,560.3969
0.0150,559.1995
0.0152,559.1995
0.0154,562.7915
0.0156,560.3969
0.0158,559.1995
0.0160,559.1995
0.0162,558.0071
0.0164,562.7915
0.0166,559.1995
0.0168,559.1995
0.0170,560.3969
0.0172,559.1995
0.0174,563.984
0.0176,559.1995
0.0178,559.1995
0.0180,560.3969
0.0182,559.1995
0.0184,563.984
0.0186,559.1995
0.0188,558.0071
0.0190,561.5942
0.0192,568.7685
0.0194,566.3787
0.0196,563.984
0.0198,559.1995
0.0200,559.1995
0.0202,559.1995
0.0204,563.984
0.0206,558.0071
0.0208,559.1995
0.0210,559.1995
0.0212,560.3969
0.0214,563.984
0.0216,559.1995
0.0218,558.0071
0.0220,560.3969
0.0222,558.0071
0.0224,562.7915
0.0226,558.0071
0.0228,560.3969
0.0230,559.1995
0.0232,559.1995
0.0234,563.984
0.0236,560.3969
0.0238,559.1995
0.0240,560.3969
0.0242,558.0071
0.0244,587.9114
0.0246,559.1995
0.0248,559.1995
0.0250,559.1995
0.0252,559.1995
0.0254,562.7915
0.0256,560.3969
0.0258,559.1995
0.0260,559.1995
0.0262,559.1995
0.0264,565.1813
0.0266,559.1995
0.0268,559.1995
0.0270,559.1995
0.0272,567.576
0.0274,579.5349
0.0276,559.1995
0.0278,559.1995
0.0280,559.1995
0.0282,559.1995
0.0284,563.984
0.0286,560.3969
0.0288,559.1995
0.0290,559.1995
0.0292,559.1995
0.0294,565.1813
0.0296,559.1995
0.0298,559.1995
0.0300,559.1995
0.0302,559.1995
0.0304,565.1813
0.0306,559.1995
0.0308,560.3969
0.0310,559.1995
0.0312,560.3969
0.0314,563.984
0.0316,559.1995
0.0318,559.1995
0.0320,560.3969
0.0322,559.1995
0.0324,563.984
0.0326,559.1995
0.0328,559.1995
0.0330,558.0071
0.0332,560.3969
0.0334,563.984
0.0336,560.3969
0.0338,559.1995
0.0340,560.3969
0.0342,558.0071
0.0344,565.1813
0.0346,559.1995
0.0348,559.1995
0.0350,560.3969
0.0352,559.1995
0.0354,563.984
0.0356,560.3969
0.0358,559.1995
0.0360,559.1995
0.0362,559.1995
0.0364,563.984
0.0366,559.1995
0.0368,560.3969
0.0370,559.1995
0.0372,560.3969
0.0374,565.1813
0.0376,559.1995
0.0378,559.1995
0.0380,558.0071
0.0382,559.1995
0.0384,565.1813
0.0386,560.3969
0.0388,559.1995
0.0390,559.1995
0.0392,560.3969
0.0394,563.984
0.0396,559.1995
0.0398,560.3969
0.0400,559.1995
0.0402,560.3969
0.0404,565.1813
0.0406,558.0071
0.0408,560.3969
0.0410,559.1995
0.0412,560.3969
0.0414,563.984
0.0416,559.1995
0.0418,559.1995
0.0420,559.1995
0.0422,560.3969
0.0424,565.1813
0.0426,559.1995
0.0428,559.1995
0.0430,559.1995
0.0432,560.3969
0.0434,563.984
0.0436,560.3969
0.0438,559.1995
0.0440,560.3969
0.0442,558.0071
0.0444,563.984
0.0446,559.1995
0.0448,559.1995
0.0450,559.1995
0.0452,568.7685
0.0454,555.6124
0.0456,559.1995
0.0458,559.1995
0.0460,559.1995
0.0462,559.1995
0.0464,563.984
0.0466,558.0071
0.0468,560.3969
0.0470,560.3969
0.0472,559.1995
0.0474,563.984
0.0476,560.3969
0.0478,559.1995
0.0480,559.1995
0.0482,559.1995
0.0484,565.1813
0.0486,560.3969
0.0488,560.3969
0.0490,559.1995
0.0492,561.5942
0.0494,573.553
0.0496,560.3969
0.0498,559.1995
0.0500,560.3969
0.0502,559.1995
0.0504,563.984
0.0506,559.1995
0.0508,559.1995
0.0510,559.1995
0.0512,559.1995
0.0514,563.984
0.0516,560.3969
0.0518,560.3969
0.0520,559.1995
0.0522,558.0071
0.0524,565.1813
0.0526,559.1995
0.0528,560.3969
0.0530,559.1995
0.0532,559.1995
0.0534,563.984
