Time (s),USB Avg Power (mW)
0.0000,558.9362
0.0002,566.1125
0.0004,558.9362
0.0006,556.5472
0.0008,560.133
0.0010,558.9362
0.0012,566.1125
0.0014,560.133
0.0016,557.7441
0.0018,558.9362
0.0020,558.9362
0.0022,564.9156
0.0024,561.3299
0.0026,557.7441
0.0028,558.9362
0.0030,558.9362
0.0032,566.1125
0.0034,558.9362
0.0036,557.7441
0.0038,558.9362
0.0040,560.133
0.0042,564.9156
0.0044,558.9362
0.0046,557.7441
0.0048,558.9362
0.0050,560.133
0.0052,564.9156
0.0054,558.9362
0.0056,557.7441
0.0058,558.9362
0.0060,558.9362
0.0062,566.1125
0.0064,560.133
0.0066,557.7441
0.0068,560.133
0.0070,558.9362
0.0072,566.1125
0.0074,561.3299
0.0076,558.9362
0.0078,558.9362
0.0080,558.9362
0.0082,564.9156
0.0084,558.9362
0.0086,557.7441
0.0088,558.9362
0.0090,558.9362
0.0092,574.481
0.0094,549.3708
0.0096,557.7441
0.0098,558.9362
0.0100,557.7441
0.0102,566.1125
0.0104,558.9362
0.0106,556.5472
0.0108,558.9362
0.0110,558.9362
0.0112,566.1125
0.0114,558.9362
0.0116,557.7441
0.0118,558.9362
0.0120,560.133
0.0122,564.9156
0.0124,560.133
0.0126,557.7441
0.0128,558.9362
0.0130,558.9362
0.0132,566.1125
0.0134,560.133
0.0136,557.7441
0.0138,558.9362
0.0140,558.9362
0.0142,564.9156
0.0144,560.133
0.0146,557.7441
0.0148,560.133
0.0150,560.133
0.0152,566.1125
0.0154,560.133
0.0156,557.7441
0.0158,558.9362
0.0160,558.9362
0.0162,564.9156
0.0164,558.9362
0.0166,556.5472
0.0168,558.9362
0.0170,558.9362
0.0172,564.9156
0.0174,558.9362
0.0176,557.7441
0.0178,558.9362
0.0180,560.133
0.0182,566.1125
0.0184,560.133
0.0186,556.5472
0.0188,560.133
0.0190,558.9362
0.0192,564.9156
0.0194,558.9362
0.0196,557.7441
0.0198,560.133
0.0200,557.7441
